name,pubCode,description,startDate,endDate
bet.identificationReferences,"Will, K. W. 1997. Review of the species of the subgenus Megapangus Casey (Coeloptera: Carabidae, Harpalini, Harpalus Latreille). The Coleopterists Bulletin 51:43-51.","Will, K. W. 1997. Review of the species of the subgenus Megapangus Casey (Coeloptera: Carabidae, Harpalini, Harpalus Latreille). The Coleopterists Bulletin 51:43-51.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Will, Kipling W. 1998. A new species of Diplocheila Brulle from North America, with notes on female reproductive tract characters in selected Licinini and implications for evolution of the subgenus Isorembus Jeannel. Proc Ent Soc Wash 100(1):95-103.","Will, Kipling W. 1998. A new species of Diplocheila Brulle from North America, with notes on female reproductive tract characters in selected Licinini and implications for evolution of the subgenus Isorembus Jeannel. Proc Ent Soc Wash 100(1):95-103.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Will, K. W. 1999. Systematics and zoogeography of the genus Lophoglossus Leconte (Coleoptera Carabidae Pterostichini). Pages 259-276 in A. Zamotajlov and R. Sciaky, editors. Advances in Carabidology. MUISO Publishers.","Will, K. W. 1999. Systematics and zoogeography of the genus Lophoglossus Leconte (Coleoptera Carabidae Pterostichini). Pages 259-276 in A. Zamotajlov and R. Sciaky, editors. Advances in Carabidology. MUISO Publishers.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Will, K. W. 2001. A new species of Harpalus Latreille (Coleoptera: Carabidae) from Southeastern North America. The Coleopterists Bulletin 55:447-452.","Will, K. W. 2001. A new species of Harpalus Latreille (Coleoptera: Carabidae) from Southeastern North America. The Coleopterists Bulletin 55:447-452.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Will, K. W. 2002. Revision of the New World abariform genera Neotalus n.gen. and Abaris Dejean (Coleoptera: Carabidae: Pterostichini (Auctorum)). Annals of Carnegie Museum 71:143-213.","Will, K. W. 2002. Revision of the New World abariform genera Neotalus n.gen. and Abaris Dejean (Coleoptera: Carabidae: Pterostichini (Auctorum)). Annals of Carnegie Museum 71:143-213.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Will, K. W. 2016. Description of a new microphthalmous species of Pterostichus Bonelli, 1810 (Coleoptera: Carabidae) from southwestern Oregon and key to species of the subgenus Leptoferonia Casey, 1918. The Pan-Pacific Entomologist.  92(4):177-188.","Will, K. W. 2016. Description of a new microphthalmous species of Pterostichus Bonelli, 1810 (Coleoptera: Carabidae) from southwestern Oregon and key to species of the subgenus Leptoferonia Casey, 1918. The Pan-Pacific Entomologist.  92(4):177-188.",2016-01-01T00:00:00Z,NA
bet.identificationReferences,"Will, K. 2020. Phylogeny and classification of the genus-group taxa of Loxandrina (Coleoptera, Carabidae, Abacetini). Deutsche Entomologische Zeitschrift 67(2):151-182.","Will, K. 2020. Phylogeny and classification of the genus-group taxa of Loxandrina (Coleoptera, Carabidae, Abacetini). Deutsche Entomologische Zeitschrift 67(2):151-182.",2016-01-01T00:00:00Z,NA
bet.identificationReferences,"Will, K. W. and Liebherr, J. K. 2022. Two new species of Mecyclothorax Sharp, 1903 (Coleoptera: Carabidae: Moriomorphini) from the Island of Hawai'i, The Pan-Pacific Entomologist 98 (1), 1-17, (31 March 2022) https://doi.org/10.3956/2022-98.1.1","Will, K. W. and Liebherr, J. K. 2022. Two new species of Mecyclothorax Sharp, 1903 (Coleoptera: Carabidae: Moriomorphini) from the Island of Hawai'i, The Pan-Pacific Entomologist 98 (1), 1-17, (31 March 2022) https://doi.org/10.3956/2022-98.1.1",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Willis, H. L. 1968. Artificial key to the species of Cicindela of North America North of Mexico (Coleoptera: Cicindelidae). Journal of the Kansas Entomological Society 41:303-317.","Willis, H. L. 1968. Artificial key to the species of Cicindela of North America North of Mexico (Coleoptera: Cicindelidae). Journal of the Kansas Entomological Society 41:303-317.",2012-01-01T00:00:00Z,NA
bet.identificationReferences,"Zamotajlov, A. 2003. Nomenclatural changes in the genus Patrobus (Coleoptera: Carabidae: Patrobini). Acta Soc. Zool. Bohem. 67:239-244.","Zamotajlov, A. 2003. Nomenclatural changes in the genus Patrobus (Coleoptera: Carabidae: Patrobini). Acta Soc. Zool. Bohem. 67:239-244.",2012-01-01T00:00:00Z,NA
bet.lidStatus,Disturbed,Disturbed,2012-01-01T00:00:00Z,NA
bet.lidStatus,Missing,Missing,2012-01-01T00:00:00Z,NA
bet.lidStatus,Ok,Ok,2012-01-01T00:00:00Z,NA
bet.lidStatus,"Disturbed, washer used","Lid disturbed, a washer was used to elevate the lid",2012-01-01T00:00:00Z,NA
bet.lidStatus,"Missing, washer used","Lid missing, a washer was used to elevate the lid",2012-01-01T00:00:00Z,NA
bet.lidStatus,"Ok, washer used","Lid Ok, a washer was used to elevate the lid",2012-01-01T00:00:00Z,NA
bet.sampleCompromised,OK,No known compromise to sample condition,2012-01-01T00:00:00Z,NA
bet.sampleCompromised,handling error,Handling error,2012-01-01T00:00:00Z,NA
bet.sampleCompromised,"damaged, analysis affected","Damaged, analysis affected",2012-01-01T00:00:00Z,NA
bet.sampleCompromised,sample incomplete,Sample incomplete,2012-01-01T00:00:00Z,NA
bet.sampleCompromised,other (described in remarks),Other (described in remarks),2012-01-01T00:00:00Z,NA
bet.sampleCompromised,entire sample lost,Entire sample lost,2012-01-01T00:00:00Z,NA
bet.sampleCompromised,analysis not possible (described in remarks),Analysis not possible (described in remarks),2012-01-01T00:00:00Z,NA
bet.sampleType,invert bycatch,invert bycatch,2012-01-01T00:00:00Z,NA
bet.sampleType,vert bycatch herp,vert bycatch herp,2012-01-01T00:00:00Z,NA
bet.sampleType,carabid,carabid,2012-01-01T00:00:00Z,NA
bet.sampleType,other carabid,other carabid,2012-01-01T00:00:00Z,NA
bet.sampleType,carabid,carabid,2012-01-01T00:00:00Z,NA
bet.sampleType,vert bycatch mam,vert bycatch mam,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vA,NEON.DOC.014050vA,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vB,NEON.DOC.014050vB,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vC,NEON.DOC.014050vC,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vD,NEON.DOC.014050vD,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vE,NEON.DOC.014050vE,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vF,NEON.DOC.014050vF,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vG,NEON.DOC.014050vG,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vH,NEON.DOC.014050vH,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vJ,NEON.DOC.014050vJ,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vK,NEON.DOC.014050vK,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vL,NEON.DOC.014050vL,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vM,NEON.DOC.014050vM,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,NEON.DOC.014050vN,NEON.DOC.014050vN,2012-01-01T00:00:00Z,NA
bet.samplingProtocolVersion,Other,Other,2012-01-01T00:00:00Z,NA
bet.trapID,N,N,2012-01-01T00:00:00Z,NA
bet.trapID,S,S,2012-01-01T00:00:00Z,NA
bet.trapID,E,E,2012-01-01T00:00:00Z,NA
bet.trapID,W,W,2012-01-01T00:00:00Z,NA
Identification Qualifiers,cf. species,roughly equals but 'not sure' about the species,2012-01-01T00:00:00Z,NA
Identification Qualifiers,aff. species,similar to but is not the species,2012-01-01T00:00:00Z,NA
Identification Qualifiers,cf. genus,roughly equals but 'not sure' about the genus,2012-01-01T00:00:00Z,NA
Identification Qualifiers,aff. genus,similar to but is not the genus,2012-01-01T00:00:00Z,NA
Identification Qualifiers,cf. subspecies,roughly equals but 'not sure' about the subspecies,2012-01-01T00:00:00Z,NA
Identification Qualifiers,aff. subspecies,similar to but is not the subspecies,2012-01-01T00:00:00Z,NA
Identification Qualifiers,cf. family,roughly equals but 'not sure' about the family,2012-01-01T00:00:00Z,NA
Identification Qualifiers,aff. family,similar to but is not the family,2012-01-01T00:00:00Z,NA
Identification Qualifiers,cf. variety,roughly equals but 'not sure' about the variety,2012-01-01T00:00:00Z,NA
Identification Qualifiers,aff. variety,similar to but is not the variety,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,cf. species,cf. species,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,aff. species,aff. species,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,cf. genus,cf. genus,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,aff. genus,aff. genus,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,cf. subspecies,cf. subspecies,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,aff. subspecies,aff. subspecies,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,cf. family,cf. family,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,aff. family,aff. family,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,cf. variety,cf. variety,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,aff. variety,aff. variety,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,sp. nov.,sp. nov.,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,spp. nr.,spp. nr.,2012-01-01T00:00:00Z,NA
identificationQualifiersExpert,sp. nr.,sp. nr.,2012-01-01T00:00:00Z,NA
identificationRemarks,Nomenclatural adjustment,The determination has been updated because of a change in the taxonomic concept,2012-01-01T00:00:00Z,NA
identificationRemarks,Determination updated by expert,A taxonomic expert has indicated that this determination should be updated,2012-01-01T00:00:00Z,NA
identificationRemarks,Out of geographic range,The geographic range of the taxon in this determination does not include the location where this observation was made,2012-01-01T00:00:00Z,NA
identificationRemarks,Out of phenotypic range,Measurement of one or more phenotypic traits of the specimen suggest the determination should be updated,2012-01-01T00:00:00Z,NA
identificationRemarks,BOLD mismatch,BOLD data suggest this determination should be updated,2012-01-01T00:00:00Z,NA
identificationRemarks,Transcription error,There was a data entry error and this determination needed to be corrected,2012-01-01T00:00:00Z,NA
identificationRemarks,Field determination error,Field determination error,2012-01-01T00:00:00Z,NA
identificationRemarks,Other - see remarks,Other - see remarks,2012-01-01T00:00:00Z,NA
identificationRemarks,Genetic analysis,"Taxonomic identity was determined by genetic analysis (e.g., PCR)",2012-01-01T00:00:00Z,NA
samplingImpractical,location dry,location dry,2012-01-01T00:00:00Z,NA
samplingImpractical,location frozen,location frozen,2012-01-01T00:00:00Z,NA
samplingImpractical,location snow covered,location snow covered,2012-01-01T00:00:00Z,NA
samplingImpractical,other,Sampling location inaccessible due to other ecological reason described in the remarks,2012-01-01T00:00:00Z,NA
samplingImpractical,shallow groundwater,shallow groundwater; depth of groundwater column less than 0.5 m,2012-01-01T00:00:00Z,NA
samplingImpractical,low yield groundwater,low yield groundwater well,2012-01-01T00:00:00Z,NA
samplingImpractical,high water velocity,high water velocity,2012-01-01T00:00:00Z,NA
samplingImpractical,staff gauge disturbed,staff gauge disturbed,2012-01-01T00:00:00Z,NA
samplingImpractical,staff gauge not installed,staff gauge not installed,2012-01-01T00:00:00Z,NA
samplingImpractical,OK,OK,2012-01-01T00:00:00Z,NA
samplingImpractical,coordinates not suitable,Maximum number of attempts made to sample within a subplot were unsuccessful,2012-01-01T00:00:00Z,NA
samplingImpractical,location flooded,location flooded,2012-01-01T00:00:00Z,NA
samplingImpractical,logistical,logistical,2012-01-01T00:00:00Z,NA
samplingImpractical,management,management,2012-01-01T00:00:00Z,NA
samplingImpractical,extreme weather,extreme weather,2012-01-01T00:00:00Z,NA
samplingImpractical,location burned,location burned,2012-01-01T00:00:00Z,NA
samplingImpractical,temperature low,temperature low,2012-01-01T00:00:00Z,NA
samplingImpractical,temperature high,temperature high,2012-01-01T00:00:00Z,NA
samplingImpractical,disturbance,samples not collected due to disturbance,2012-01-01T00:00:00Z,NA
samplingImpractical,too windy,too windy,2012-01-01T00:00:00Z,NA
samplingImpractical,horizon not present,horizon not present in the incubated soil sample,2012-01-01T00:00:00Z,NA
samplingImpractical,location wet,location too wet due to rain or dew,2012-01-01T00:00:00Z,NA
samplingImpractical,not all samples collected on this date,not all samples collected on this date,2012-01-01T00:00:00Z,2022-12-31T00:00:00Z
samplingImpractical,"exclosure cell not clipped, livestock absent","exclosure clip cell not harvested, cattle absent during previous grazing interval",2012-01-01T00:00:00Z,NA
samplingImpractical,"ambient cell not clipped, livestock absent","ambient clip cell not harvested, cattle absent during previous grazing interval",2012-01-01T00:00:00Z,NA
samplingImpractical,wildfire,sampling location inaccessible due to active wildfire or post fire safety hazards,2012-01-01T00:00:00Z,NA
samplingImpractical,wildlife hazard,"wildlife hazard, specific hazard described in remarks",2012-01-01T00:00:00Z,NA
samplingImpractical,safety hazard,unsafe conditions at sampling location or on route to sampling location,2012-01-01T00:00:00Z,NA
samplingImpractical,outside target flow range,selected when stream flow already has good coverage and specific flows are being targeted,2022-03-01T00:00:00Z,NA
samplingImpractical,onshore protocols only,sampling not required when only onshore protocols are scheduled,2012-01-01T00:00:00Z,NA
samplingImpractical,night fishing,sampling not required when night fishing,2012-01-01T00:00:00Z,NA
samplingImpractical,obstruction,sample not collected due to an obstruction in sampling area,2012-01-01T00:00:00Z,NA
samplingImpractical,location vulnerable to planned sampling,location vulnerable to excessive technician impacts during planned sampling,2012-01-01T00:00:00Z,NA
samplingImpractical,"exclosure clip cell not harvested, plants senesced for entire sampling interval",plants under the exclosure had senesced for the entirety of the previous sampling interval,2012-01-01T00:00:00Z,NA
samplingImpractical,"ambient clip cell not harvested, plants senesced for entire sampling interval",plants exposed to grazing had senesced for the entirety of the previous sampling interval,2012-01-01T00:00:00Z,NA
sex,M,M,2012-01-01T00:00:00Z,NA
sex,F,F,2012-01-01T00:00:00Z,NA
sex,U,Unknown,2012-01-01T00:00:00Z,NA
Taxon Native Status,N,Native,2012-01-01T00:00:00Z,NA
Taxon Native Status,NQ,Probably Native,2012-01-01T00:00:00Z,NA
Taxon Native Status,NI,Native and Introduced - some infra-taxa are native and others are introduced,2012-01-01T00:00:00Z,NA
Taxon Native Status,NIQ,Native and Probably Introduced - some infra-taxa are native and others are probably introduced,2012-01-01T00:00:00Z,NA
Taxon Native Status,GP,"Garden persistent - persists around gardens and old habitations, not naturalized",2012-01-01T00:00:00Z,NA
Taxon Native Status,GPQ,"Probably Garden persistent - persists around gardens and old habitations, not naturalized",2012-01-01T00:00:00Z,NA
Taxon Native Status,I,Introduced,2012-01-01T00:00:00Z,NA
Taxon Native Status,IQ,Probably Introduced,2012-01-01T00:00:00Z,NA
Taxon Native Status,NQI,Probably Native and Introduced - some infra-taxa are probably native and others are introduced,2012-01-01T00:00:00Z,NA
Taxon Native Status,W,"Waif - an ephemeral introduction, not persistently naturalized",2012-01-01T00:00:00Z,NA
Taxon Native Status,WQ,"Probably a Waif - an ephemeral introduction, not persistently naturalized",2012-01-01T00:00:00Z,NA
Taxon Native Status,UNK,Status Unknown,2012-01-01T00:00:00Z,NA
Taxon Native Status,A,"Presumed absent, due to lack of data indicating a taxon's presence in a given location",2012-01-01T00:00:00Z,NA
Taxon Native Status,FEDERAL,Federally threatened or endangered in at least one of the states within a domain,2012-01-01T00:00:00Z,NA
Taxon Native Status,STATE,State-specific conservation status of concern in at least one of the states within a domain,2012-01-01T00:00:00Z,NA
Yes or No choice,Y,Yes,2012-01-01T00:00:00Z,NA
Yes or No choice,N,No,2012-01-01T00:00:00Z,NA
